sentiment	numberagreed	tweetid	tweet
neutral	3	2781175	Opportunity Microsoft Lync Consultant / Presales in Brussels: ~http
negative	3	2683763	Still stuck on ol boy from that liquor store in Kentucky... who would run in with arms outstretched and yell "DADDIES HOME!!"?  He is losin
negative	3	841911	Hate the way these guards be marching! #hardtime
negative	3	310340	Im a ass sometimes on the low.
positive	3	277025	Oregon's Nike Pro Combat jerseys are sick ~http
neutral	3	1703241	#NP Ciara "Ride" followed by Gucci Mane "Beat it Up" Hmmmmm
neutral	3	109177	Learn how to use the Microsoft Virtualization Partner Profitability model with the user guide: ~http
neutral	3	1538096	#ihavenever owned a Sony console. :O
neutral	3	3206729	Wholesale Nike Jordan fusion Shoes Prada Gucci Coach Chanel Armani Polo Lacoste Berburry: buy brand shoe.jeans;bags  ~http 
neutral	3	1955373	"BaconMania is sweeping the nation!" #sharktank
neutral	3	1372408	Bro I'm gonna buy me a nike head band #swag.
negative	3	1477546	Thanks NY 4 sending us ur Crappy Weather !!!
positive	3	721963	Just picked up the samsung galaxy it's pretty damn cool
neutral	3	2014820	To manually start Microsoft Outlook in Safe mode ... from the run box type OUTLOOK /SAFE
neutral	3	2881553	Flyer than the rest of em; still got my nike boots
neutral	3	665429	Will be listening to Senator #Kean and Senator #Sweeney talk about NJ politics at the #MCCC Legislative Lunch today. ~http 
neutral	3	902848	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+16-105mm 8GB KIT Price: $380 USD Online Order: ~http 
neutral	3	770328	wow Samsung galaxy S II or Apple Iphone 4 ? What to buy tell me?
neutral	3	601790	Well I'm goin to go zo bye ttyl
positive	3	1310205	August 13 is going a long; busy; yet exciting day!!!!!! I'm ready!!! Super excited!!
negative	3	1829141	Best Buy Labtops Don't Come With Microsoft Software. Fuck Kinda Shit Is That?!
neutral	3	3339357	Buy a Samsung Galaxy S2 and start your epic LeeDroiD development @user Needs some motivation...
neutral	3	1931690	Well it's off to bed now that I am done re-writing my schedule out for my sub. I plan to sleep many many hours and rid myself ofthisbug.
negative	3	2883278	after registering in android market with my google account samsung galaxy tab has downloaded all my mail with out my permission; NOT COOL!!!
positive	3	2591803	Proud to be Scottish right now!
neutral	3	1016871	The Audi Wind Tunnel Centre  Audi’s Wind Tunnel Centre is one of the most modern in the world. It has three... ~http 
neutral	3	2421564	The Sony S1 tablet will be available in UK by the end of September.
positive	3	475113	Last day working at a mall couldn't be happier! :)
neutral	3	751038	Me and @user still partying..........
neutral	3	47736	Its taco time! Mix and match our fillings; toppings and sauces for some great new tacos. ~http 
negative	3	197473	Omg I seriouslyy hate this!!!!
neutral	3	1145214	Sound Off: Nintendo 3DS Redesign Rumors ~http 
neutral	3	902841	Laptop SONY vaio js270j/q 20.1" all-in-one desktop intel core 2 duo Price: $339 USD Online Order: ~http 
neutral	3	971019	Repeat client Hilton selects @user to remodel 375 rooms at the Doubletree at Spokane City Center; Washington.
neutral	3	3320460	Win a Sony Playstation 3 @user ~http 
neutral	3	1901718	Lahaina.com: Banyan Tree's 138th Birthday! ~http  #lahaina
positive	3	2180963	Yes! How cool is that? We'll let u know where! RT @user @user Is Paris Hilton buying ice cream for local listeners?
neutral	3	3366961	Sony PSP Go Drop Price Before Christmas : Online Social Media ~http  sony pspgo
positive	3	733930	Nothing sounds better than Hilton Head Island right about now.  #ohcarolina
neutral	3	1565426	download ps3 game ~http  Ruin May Include Vita; Ps3 Play For One Pricebut Its Up To Sony  .
neutral	3	2010779	If you wanna download the latest mixtapes from Gucci Mane; Curren$y; Chris brown; The Weeknd etc... GO HERE! ~http 
neutral	3	3511495	Can anybody find me a good torrent for Sony vegas 9?
neutral	3	2401903	Check out: @user Brings Rhymes From Brooklyn to Russia ~http  via @user
neutral	3	1559487	Mann I need to go buy some Nike and Ralph shirts to go with these Airmax 2011
neutral	3	3169190	Did u get to touch her or smell her? #lustfulwishtweet RT @user well damn gucci RT @user #ModelChick ~http 
neutral	3	806048	.@MTAMaryland Why is there a SB # 3 bus that stops at 25th St?
neutral	3	1590963	were my mans at @user
neutral	3	2336424	You said a mouthful!
neutral	3	2353800	Now Microsoft Dynamics CRM users can plot Opportunities. Check it out ~http 
positive	3	1185087	It's amazing what make up and a hair straighner can do to a girl. (;
neutral	3	129823	Added a new video: &quot;She Ride featuring Gucci Mane and Lil Frost&quot; ~http  &#35;video
negative	3	2342570	I'm ready to get released from this hospital. I'm complaining about stuff. Like this saltwater drop makes me get up and go pee all night.
neutral	3	2010696	If you wanna download the latest mixtapes from Gucci Mane; Curren$y; Chris brown; The Weeknd etc... GO HERE! ~http 
positive	3	1803544	Damn its good day!* {In my gucci voice}
positive	3	1474360	I love dancing with my boo @user... :)
positive	3	634105	Awesome first day of college! Two assignments already done wahoo! Oh yeah ahead of the curve. Tomorrow only one class at two!
positive	3	1297145	i &lt;3 shopping ;) i &lt;3 Paris ;) i &lt;3 everythiiiing ;)
neutral	3	938071	i have a sudden urge to play mario on my nintendo 64.
neutral	3	1832546	How could i make a team breezy bakersfield
negative	3	1941154	Poor service at adidas pattom showroom. . Damn i'm dissapointed. . Nike scores compared to adidas. .
neutral	3	555015	Dale Throneberry interviews Bing West; author of The Wrong War. ~http 
negative	3	1115134	I am so irritated tonight!!!! & idk why!!!!!!!!!!!!!!!!!
neutral	3	504987	BRANDON HILTON MERCH IN HOT TOPIC! @user (retweet if you agree!)
positive	3	1303014	I feel like Mark Zuckerberg @user watching these numbers grow on the MinuteClinic Facebook page! Free body wash: ~http 
negative	3	1201353	watching a movie with really bad acting. #whyy
neutral	3	3153652	It's an old school Nintendo kind of night.
neutral	3	155056	New blog post: ~http  - Free Second Shot at Microsoft Certification
neutral	3	298548	We'll see if Nintendo surprises us all this year. God I hope so. #poorwii
neutral	3	1102296	By 2015; purchases made on mobile phones will total $119 billion! See the future by viewing this infographic! :-) ~http  #ad
neutral	3	2449473	“@CVG_UK: Sony unveils slick 3D headset - ~http  @user wowooweewoo
neutral	3	1238213	Please RT &gt;&gt;&gt; ~http  Kiss With a Twist at Lace on The Avenue Tonight $5 Rail all night
neutral	3	449110	Win a Sony Playstation 3 @user ~http 
positive	3	1343633	Dope.... He got it from Daddy n Momma... Lol RT @user Lil man got them adidas buzz lightyears ~http 
positive	3	2539883	“@MoreThanWordArt: @user @user thanks 2 you lovely ladies for recommending another new customer :) x” Yup; It's all ur fault!
neutral	3	89665	Ad of the Day: Microsoft Halo Guess which cybernetically enhanced supersoldier is going to college? via @user ~http
negative	3	1607605	Stop staring at me.... Ugh
neutral	3	132738	Audi launches S-model offensive: New S6; S7; S8: Audi is set to build on its existing performance-car lineup wit... ~http
positive	3	1446094	I never regret trips to Chicago.  #success
neutral	3	978577	9.4-inch Sony Tablet S available for pre-order; matches iPad 2 pricing ~http
neutral	3	1026415	Taste of Randolph Street is around the corner...would you rather hear Mojo do a cover of Billy Joel's "River of... ~http 
neutral	3	2721166	Would prefer 2 spell like the English; it just makes more sense - Like @user & @user. Favour makes more sense to me than favor.
positive	3	2306845	Yessir!!!!!!! I need an Audi S4!!!!!!!!!!! #Machine
positive	3	2688129	Can't wait for @user to come out again; great revision fuel
neutral	3	3045040	Fresh on nike shoes: 's set in {individual;1} style046
positive	3	2070284	Exhausting But satisfying Day..........!
neutral	3	1459118	Nintendo apologizes to early adopters for 3DS price cut. Company's CEO says Nintendo was forced to drop price to help "gain popularity"
positive	3	2818705	Watching @user on piers Morgan - amazing man! :)
neutral	3	2948135	Curiosity is the key to creativity. - Akio Morita; Founder of SONY corp
neutral	3	2421223	Playing Microsoft Flight Simulator X
neutral	3	114656	#nowplaying comes n goes- gucci lo & shawdy mane....... i mean shawdy lo n gucci mane.......dayumm.....smfh
neutral	3	2355324	I posted 3 photos on Facebook in the album "FREE Prescription Drug Savings Card" ~http 
negative	3	1737808	#ITellYou ( Gucci Voice ) People Juss Uqly .
negative	3	905813	Valerie isn't even her song I swear if the don't perform something she wrote... #VMA
neutral	3	2339344	Q&A: Sony Ericsson's Zorayda Pederson on multichannel marketing: ~http 
negative	3	588395	Sooo Bored  omg
positive	3	598795	Good Night :)
positive	3	84064	This Samsung windows phone is dope....screen is crazy!
neutral	3	68008	We're hiring another telecoms/IP engineer. Must be fully Samsung PBX VM & VoIP qualified! DM me for detail. Please RT.
negative	3	705614	SO....GUESS @user Aint Got NO NAKUTAmani 2nite...so..USIKU MWEMA N all that..damn now im FOR REAL ALONE 2NITE I GUESSSsszz
negative	3	2408889	Just passed like 4 gucci stores lmfao ppl dont need tht much gucci lmfaoo!!
neutral	3	1578820	Bing bing bam bam
neutral	3	3206721	We have a great collection of more than 500 styles of branded shoes like NIKE SHOX; MAX;AIR JORDAN; LEBRON. ~http 
neutral	3	1256273	At ZoomAzon
neutral	3	2473286	via @user Twitter & Bing Show Their Love for Each Other..via Twitter ~http 
neutral	3	555383	I did @user !! 1-0  &gt;&gt;&gt; RT @user Read my new blog on how rioters handed out PR karma to big brand names: ~http 
neutral	3	316347	#Follow @user #teamfollowback
positive	3	746571	So excited its hard to work!
negative	3	2917741	Thanks Nike + update for deleting all of my run history .....
positive	3	109232	great community (MVP) speakers delivering comprehensive training at Microsoft Virtualization Day 2011 Dublin! ~http
neutral	3	894579	;P ~http  sony freerealms Free Realms hits 9M players; closing in on World of Warcraft
neutral	3	981169	Come to "Fitness Fiesta" Saturday; February 5 from 9:30 am to 12:00 pm. Fife Institute of Physical &  Recreational... ~http 
neutral	3	3492645	whose all goin to see gucci tonight
neutral	3	991807	hmm no update from Sony today. What are they up to??
neutral	3	2728288	My Top 3 #lastfm Artists: Dirty Vegas (1); Janet Jackson (1) & Justin Timberlake (1) #last.fm; music ~http 
neutral	3	2458563	FYI; we're looking for new stylists to come hang out with us and add to our day. If anyone knows of any other... ~http
positive	3	1982842	If the Lakers take care of the ball and the bench steps up; they can easily sweep the Jazzmines haha
negative	3	2765133	People like this should serve jail time - ~http
neutral	3	2342347	#cloudcomputingnews Muglia Finds New Paycheck After Microsoft ~http 
neutral	3	176030	I had met marshall faullk at nike town
negative	3	1180949	I'm disappointed that with all the #Sony hacks; there hasn't been any cool new Sony tech leaks...
negative	3	2974939	I love how nintendo thinks I'll pay 6 fucking dollars for gbc Zelda. NO...just...no! #thefuck?
positive	3	2133843	Soo most ppls bbms r going through slow; mine was for like a hot minute then it got better. Thank God (:
positive	3	2657536	I think Sony is winning #E3. Count my vote on @user ~http  via @user
positive	3	2452286	How can you possibly have a bad day when Joan Benoit Samelson congratulates you on your fastest mile ever? I love nike +
positive	3	763728	Oh how I love you French gourmet bakery #whyaretheyspeakingspanish ~http 
negative	3	306463	Oh that Gucci bag is real? #yeahright
negative	3	840083	Something is fucking wrong w my phone! 
neutral	3	2571665	Yes; I'm going to ~http  [add_your_message_here] #twtvite
negative	3	1339428	what the fuck happen to my fucking netflix grrrrr i was in the middle of the season
positive	3	3545678	Omg the gucci advert with james franco was just on....hot
neutral	3	1790666	Naturally Curly Hair Recipe - Yogurt Curl Stretcher: ~http  via @user
neutral	3	610223	Radioactive Smoke: A Reader Poll and Declassified Documents about Polonium in Cigarettes ~http 
neutral	3	2345879	#FreeOffers HP Slate to undercut iPad in price; Microsoft still working on ... ~http 
neutral	3	313013	restless like a lion
neutral	3	1698434	Updating Ladies Logic ~http  "The Truth Is Out There" #tcot #hhrs #outpost #utpol #utleg
neutral	3	713510	Baby girl gotta have swag and I aint talkin bwt gucci or LV bags....
negative	3	3070948	Coach SOBAY is pissed that he gave up a night at the dive bars to be at the game this morning; only to have Sony screw him again.
neutral	3	517620	Who want to buy my t-mobile Samsung galaxy?!
neutral	3	2544181	Cinedigm Launches Marketing; Distribution Initiative for Indie Producers: By Lucas Shaw at TheWrap Cinedigm has ... ~http 
neutral	3	1416354	We out here its simple Nike told yall a long time ago
positive	3	643793	LeBron's new Nike commercial. Has to my favorite one :) ~http 
neutral	3	3045071	Fresh on nike shoes: General Knowledge Pt.- XI
positive	3	27459	That is only a few of the upcoming events I worked on today. TONS of great events coming this season. Will post more details soon! :)
neutral	3	3408587	1500 pairs of the 2011 NIKE MAG will be auctioned on eBay with all net proceeds going directly to The Michael J. Fox Foundation.
neutral	3	3496563	The New York Times: DealBook: Microsoft in Talks to Acquire Skype for $8.5 Billion ~http  ~http 
positive	3	276189	heading to Wisconsin after work today for a nice weekend get away!
neutral	3	2792800	"life Is more than just 3 sets of 10"!- anonymous #Crossfit
